a,a,a,a,a,a
1500056,TrinityRail Inc. Plant No. 493,12/29/05,3743-015-0056-V-03-0,VN-15071,Title V
20700031,Boral Material Technologies - Plant Scherer,9/13/04,5032-207-0031-V-02-0,VN-15114,Title V
1700008,Gilman Building Products Company,12/14/05,2421-017-0008-V-02-0,VN-15096,Title V
22900002,Gilman Building Products - Blackshear,2/21/06,2421-229-0002-V-02-0,VN-15095,Title V
23700008,Ga Power Company - Plant Branch,10/26/05,4911-237-0008-V-02-0,VN-15306,Title V
26900014,"WI Taylor County Disposal, LLC",8/4/04,4911-269-0014-V-01-2,VN-15323,Title V
20700008,Ga Power Company - Plant Scherer,11/15/05,4911-207-0008-V-02-0,VN-15309,Title V
9500002,Ga Power Company - Plant Mitchell,2/14/06,4911-095-0002-V-02-0,VN-15308,Title V
24700047,Jet Corr Inc,10/13/04,2679-247-0047-V-02-1,VN-15405,Title V
6700027,Lockheed Martin Aeronautics Company,2/3/05,3721-067-0027-V-06-2,VN-15467,Title V
1500103,Bartow County MSW Landfill,10/5/05,4953-015-0103-V-01-0,VN-15440,Title V
24500012,Prayon Inc.,4/14/05,2819-245-0012-V-03-0,VN-15484,Title V
3900002,Bayer CropScience - Woodbine Plant,2/27/06,2879-039-0002-V-04-0,VN-15475,Title V
6700018,Sutton R L WPCP,6/2/05,4952-067-0018-V-01-1,VN-15505,Title V
500008,Milliken & Co Alma Plant,1/11/06,2281-005-0008-V-02-0,VN-15569,Title V
6700078,Metal Coaters,6/14/05,3479-067-0078-V-02-1,VN-16119,Title V
24500021,US Army Signal Center & Fort Gordon,8/30/07,9711-245-0021-V-01-1,VN-16187,Title V
31300054,Trinseo,1/10/06,2822-313-0054-V-02-2,VN-16176,Title V
4500052,Southwire Company Carrollton Utility Products Plant,6/10/08,3357-045-0052-V-02-0,VN-16237,Title V
18500088,"Regal Marine Industries, Inc",2/21/06,3732-185-0088-V-03-1,VN-16226,Title V
24500009,"Boral Bricks - Augusta Plants 3, 4, & 5",11/22/05,3251-245-0009-V-02-1,VN-16241,Title V
11500095,"Packaging Products Corporation, LLC",9/21/05,2759-115-0095-V-03-1,VN-16288,Title V
11500105,"General Shale Brick, Inc. - Plant 40",9/11/06,3251-115-0105-V-02-0,VN-16305,Title V
6700015,Boral Bricks - Atlanta Plant,12/17/07,3251-067-0015-V-02-2,VN-16637,Title V
25500035,"Springs Global US, Inc. (Griffin Finishing Plant)",5/3/06,2261-255-0035-V-01-2,VN-16691,Title V
10700011,Interfor U.S. Inc. - Swainsboro Sawmill,11/26/07,2421-107-0011-V-03-0,VN-16676,Title V
17900001,Interstate Paper LLC,3/6/09,2631-179-0001-V-02-0,VN-16370,Title V
8900299,Seminole Road MSW Landfill,5/17/06,4953-089-0299-V-01-5,VN-16434,Title V
7700039,Yamaha Motor Manufacturing Corporation,4/27/06,3799-077-0039-V-03-2,VN-16463,Title V
11500016,GEORGIA-PACIFIC WOOD PRODUCTS SOUTH LLC LUMBER PLANT,5/24/06,2421-115-0016-V-01-3,VN-16496,Title V
21500021,United States Army Maneuver Center of Excellence - Fort Benning,1/31/07,9711-215-0021-V-01-2,VN-16470,Title V
27300022,"Golden Peanut Company, LLC",8/30/07,2076-273-0022-V-03-0,VN-16511,Title V
5700052,International Marble,4/20/06,3281-057-0052-V-01-2,VN-16543,Title V
11500016,GEORGIA-PACIFIC WOOD PRODUCTS SOUTH LLC LUMBER PLANT,8/9/06,2421-115-0016-V-01-2,VN-16582,Title V
900019,Central State Hospital,1/23/07,8063-009-0019-V-01-1,VN-16660,Title V
26100003,"C-E Minerals Plants No. 1, 2, and 6",12/20/05,3255-261-0003-V-01-3,VN-15932,Title V
4500059,Decostar Industries,9/8/05,3714-045-0059-V-02-0,VN-15929,Title V
17900011,SNF - Riceboro,7/23/08,2899-179-0011-V-01-7,VN-15963,Title V
29700036,Goodyear Tire & Rubber Company,2/23/09,3061-297-0036-V-06-4,VN-18362,Title V
13500219,UWL/Richland Creek Road Sanitary Landfill,3/30/05,4953-135-0219-V-01-2,VN-15990,Title V
29300022,"Quad Graphics, Inc.",6/13/06,2752-293-0022-V-03-0,VN-16024,Title V
14900004,Tenaska Georgia Generating Station,7/29/05,4911-149-0004-V-02-1,VN-16070,Title V
16500011,"MI Metals, Inc. - Millen",6/5/06,3354-165-0011-V-02-0,VN-16083,Title V
26900016,Taylor County LFGTE Power Station,11/13/07,4911-269-0016-V-01-2,VN-17621,Title V
13900002,Cargill Inc,2/5/08,2075-139-0002-V-01-5,VN-17637,Title V
5500005,SHOWA BEST GLOVE,11/26/07,3069-055-0005-V-03-0,VN-17689,Title V
26900014,"WI Taylor County Disposal, LLC",11/13/07,4953-269-0014-V-03-0,VN-17705,Title V
29300027,Edward L. Addison Generating Plant,9/17/08,4911-293-0027-V-02-0,VN-17517,Title V
1300076,"Winder Renewable Methane, LLC",6/10/08,4932-013-0076-V-01-0,VN-17741,Title V
4500051,Southwire Co-Corp Energy Mgmt,11/27/07,3357-045-0051-V-02-1,VN-17744,Title V
17900018,Fort Stewart,4/29/08,9711-179-0018-V-01-3,VN-17756,Title V
24500002,PCS NITROGEN FERTILIZER L.P.,3/4/08,2873-245-0002-V-02-2,VN-17763,Title V
21500021,United States Army Maneuver Center of Excellence - Fort Benning,8/8/08,9711-215-0021-V-02-0,VN-17782,Title V
5100046,Gulfstream Aerospace Corporation,12/20/06,3721-051-0046-V-01-2,VN-17013,Title V
24500126,"Solvay Specialty Polymers USA, LLC",7/10/08,2800-245-0126-V-04-0,VN-17038,Title V
25100029,"Southern Natural Gas Company, L.L.C - Woodcliff Comp. Station",7/21/08,4922-251-0029-V-03-0,VN-17143,Title V
31900009,"BASF Corporation, Edgar Plant",11/20/09,3295-319-0009-V-02-0,VN-17159,Title V
23300022,The HON Company,7/24/08,2522-233-0022-V-02-0,VN-17165,Title V
12100807,Delta Airlines - General Office Facilities,4/9/09,4512-121-0807-V-02-0,VN-17179,Title V
9300013,Georgia-Pacific Chemicals LLC,9/11/07,2821-093-0013-V-01-5,VN-17221,Title V
5100205,Superior Landfill & Recycling Center,3/13/07,4953-051-0205-V-01-2,VN-17236,Title V
1500056,TrinityRail Inc. Plant No. 493,3/7/07,3743-015-0056-V-03-1,VN-17249,Title V
24500005,Thermal Ceramics,4/5/07,3255-245-0005-V-01-5,VN-17279,Title V
24500047,West Fraser Inc - Augusta Lumber Mill,4/10/07,2421-245-0047-V-03-0,VN-17283,Title V
6700003,Ga Power Company - Plant McDonough/Atkinson,1/7/08,4911-067-0003-V-02-2,VN-17297,Title V
15700014,"Huber Engineered Woods, LLC",12/12/07,2493-157-0014-V-02-2,VN-17342,Title V
29500007,Dow Reichhold Specialty Latex Llc,4/18/07,2821-295-0007-V-03-0,VN-16974,Title V
10300012,"Effingham County Power, LLC",8/10/07,4911-103-0012-V-03-2,VN-17491,Title V
4900004,West Fraser - Folkston Lumber Mill,6/18/08,2421-049-0004-V-03-0,VN-17503,Title V
29300007,Interfor U.S. Inc.,1/13/09,2421-293-0007-V-01-1,VN-17563,Title V
10300007,GEORGIA-PACIFIC CONSUMER PRODUCTS LP (SAVANNAH RIVER MILL),1/30/08,2621-103-0007-V-03-1,VN-17574,Title V
24500109,Covidien LP,8/8/08,3842-245-0109-V-02-1,VN-17997,Title V
24700030,"Cellofoam North America, Inc.",9/11/09,3079-247-0030-V-03-0,VN-18115,Title V
6300105,Delta Air Lines Inc - Technical Operations Center,8/21/08,4512-063-0105-V-01-7,VN-18310,Title V
24500062,Resolute FP Augusta LLC,7/1/10,2621-245-0062-V-03-0,VN-18443,Title V
31900027,"Carbo Ceramics, Inc. - McIntyre Plant",1/29/09,3295-319-0027-V-03-1,VN-18602,Title V
14900001,Ga Power Company - Plant Wansley,9/17/09,4911-149-0001-V-02-6,VN-18675,Title V
23700008,Ga Power Company - Plant Branch,9/17/08,4911-237-0008-V-02-2,VN-17871,Title V
5100205,Superior Landfill & Recycling Center,1/27/10,4953-051-0205-V-02-0,VN-18092,Title V
900031,"Triumph Aerostructures, LLC - Vought Aircraft Division",4/29/08,3728-009-0031-V-02-2,VN-18099,Title V
14900004,Tenaska Georgia Generating Station,7/21/09,4911-149-0004-V-03-0,VN-18250,Title V
30300040,AL Sandersville,10/23/09,4911-303-0040-V-05-1,VN-18648,Title V
21300034,Thomas A. Smith Energy Facility,9/18/09,4911-213-0034-V-05-1,VN-18649,Title V
5100006,Ga Power Company - Plant Kraft,6/8/09,4911-051-0006-V-02-3,VN-18684,Title V
20700008,Ga Power Company - Plant Scherer,5/29/09,4911-207-0008-V-02-6,VN-18687,Title V
23300042,Sewell Creek Energy Facility,10/23/09,4911-233-0042-V-02-1,VN-18695,Title V
15100025,"Transcontinental Gas Pipe Line Company, LLC - Compressor Station 120",6/18/09,4922-151-0025-V-02-1,VN-18742,Title V
17900018,Fort Stewart,10/20/09,9711-179-0018-V-02-0,VN-18012,Title V
8100062,Crisp County US 41S MSW Landfill,3/25/09,4953-081-0062-V-02-0,VN-18554,Title V
15300048,Houston County Public Works Department,4/3/09,4953-153-0048-V-02-1,VN-18699,Title V
29300027,Edward L. Addison Generating Plant,11/16/09,4911-293-0027-V-02-1,VN-18775,Title V
15300042,Mid-Georgia Cogen LP,11/16/09,4931-153-0042-V-03-1,VN-18784,Title V
5100148,Arizona Chemical Corporation,3/4/08,2821-051-0148-V-01-7,VN-17890,Title V
27300022,"Golden Peanut Company, LLC",11/6/08,2076-273-0022-V-03-1,VN-18241,Title V
29700042,Walton County Power LLC,9/18/09,4911-297-0042-V-02-2,VN-18646,Title V
30300039,"Washington County Power, LLC",10/16/09,4911-303-0039-V-05-2,VN-18647,Title V
23700008,Ga Power Company - Plant Branch,3/12/09,4911-237-0008-V-02-3,VN-18614,Title V
20700008,Ga Power Company - Plant Scherer,3/12/09,4911-207-0008-V-02-5,VN-18620,Title V
7700001,GA POWER CO. - PLANT YATES,3/12/09,4911-077-0001-V-02-4,VN-18622,Title V
5100012,Epic Savannah North Terminal,4/29/08,2911-051-0012-V-03-0,VN-17867,Title V
17500055,YKK AP America Inc,2/22/08,3354-175-0055-V-02-2,VN-17982,Title V
13900054,"Wrigley Manufacturing Company, LLC",11/25/08,2067-139-0054-S-03-0,VN-18321,Title V
5100017,Ga Power Company - Plant Boulevard,1/29/09,4911-051-0017-V-04-0,VN-18375,Title V
30100012,Asama Coldwater Manufacturing Georgia,6/8/09,3321-301-0012-V-03-4,VN-18507,Title V
9500002,Ga Power Company - Plant Mitchell,12/3/10,4911-095-0002-V-02-3,VN-18663,Title V
6700022,Caraustar Industries Inc,6/24/09,2631-067-0022-V-03-0,VN-18732,Title V
5100037,EMD MILLIPORE CORPORATION,2/8/10,2816-051-0037-V-02-1,VN-18840,Title V
15700014,"Huber Engineered Woods, LLC",11/10/11,2493-157-0014-V-02-3,VN-19076,Title V
8900334,ALATUS-Biogas Clean Energy Solution,8/19/09,4932-089-0334-V-02-0,VN-19077,Title V
24500002,PCS NITROGEN FERTILIZER L.P.,8/24/10,2873-245-0002-V-02-6,VN-19279,Title V
5100007,International Paper - Savannah,4/20/10,2631-051-0007-V-02-0,VN-19282,Title V
11700071,"SESCO-Eagle Point LFG, LLC",9/13/10,4911-117-0071-V-01-0,VN-19389,Title V
6700003,Ga Power Company - Plant McDonough/Atkinson,11/23/10,4911-067-0003-V-03-0,VN-18988,Title V
12100021,OWENS CORNING INSULATING SYSTEMS,10/18/10,3296-121-0021-V-02-3,VN-19380,Title V
8900047,GRAPHIC PACKAGING INTERNATIONAL,9/8/10,2657-089-0047-V-05-0,VN-19410,Title V
12100129,Georgia Institute of Technology,9/18/09,8221-121-0129-V-02-5,VN-19139,Title V
8900334,ALATUS-Biogas Clean Energy Solution,9/11/09,4932-089-0334-V-02-1,VN-19158,Title V
500008,Milliken & Co Alma Plant,2/15/11,2281-005-0008-V-03-0,VN-19606,Title V
9500071,Procter & Gamble Paper Products Company,9/8/11,2676-095-0071-V-02-4,VN-19632,Title V
5100010,Weyerhaeuser NR Port Wentworth,7/7/09,2611-051-0010-V-02-2,VN-18890,Title V
15100022,Toppan Interamerica Inc,1/13/10,2754-151-0022-V-03-0,VN-18927,Title V
12700004,Ga Power Company - Plant McManus,6/2/10,4911-127-0004-V-04-0,VN-18928,Title V
30300008,IMERYS Deepstep Road Plant,3/3/10,3295-303-0008-V-02-1,VN-19122,Title V
11500077,BALL CONTAINER LLC ROME CAN PLANT,9/23/09,3411-115-0077-V-03-0,VN-19173,Title V
12100221,BP Products North America - Atlanta Terminal,3/21/11,5171-121-0221-V-04-0,VN-19213,Title V
7300029,"Crawford Kitchens, Inc.",6/15/11,2434-073-0029-V-02-0,VN-19510,Title V
11500095,"Packaging Products Corporation, LLC",9/30/10,2759-115-0095-V-04-0,VN-19151,Title V
4500052,Southwire Company Carrollton Utility Products Plant,2/9/10,3357-045-0052-V-02-3,VN-19424,Title V
8900097,New WinCup Stone Mountain,5/27/10,3086-089-0097-V-03-1,VN-19431,Title V
14700016,Monroe Automotive Equipment,7/19/10,3714-147-0016-V-03-0,VN-19111,Title V
5100023,BASF Corporation - Savannah Operations,5/12/10,3295-051-0023-V-02-2,VN-19566,Title V
17900011,SNF - Riceboro,2/24/11,2899-179-0011-V-02-4,VN-19590,Title V
17900011,SNF - Riceboro,11/15/10,2899-179-0011-V-02-3,VN-19589,Title V
900019,Central State Hospital,1/19/12,8063-009-0019-V-02-3,VN-20523,Title V
11300013,Certainteed Corporation,7/31/12,2952-113-0013-V-02-0,VN-20558,Title V
8900313,Carlyle Compressor Remanufacturing,12/3/10,3585-089-0313-V-03-0,VN-19789,Title V
1700008,Gilman Building Products Company,6/8/11,2421-017-0008-V-03-0,VN-19976,Title V
17900011,SNF - Riceboro,4/17/12,2899-179-0011-V-02-8,VN-20586,Title V
1500011,Ga Power Company - Plant Bowen,6/1/12,4911-015-0011-V-03-0,VN-19771,Title V
7700009,Caldwell Tanks - Broad Street Facility,7/21/11,3443-077-0009-V-03-0,VN-20031,Title V
22700003,Imerys Marble Inc.,9/8/11,1499-227-0003-V-03-0,VN-20121,Title V
12700006,Renessenz LLC,2/4/11,2869-127-0006-V-04-1,VN-20139,Title V
24500003,"DSM CHEMICALS NORTH AMERICA, LLC",8/5/11,2869-245-0003-V-04-0,VN-19863,Title V
900031,"Triumph Aerostructures, LLC - Vought Aircraft Division",11/1/10,3728-009-0031-V-03-1,VN-19865,Title V
24500062,Resolute FP Augusta LLC,3/16/11,2621-245-0062-V-03-1,VN-20233,Title V
26900014,"WI Taylor County Disposal, LLC",6/22/12,4953-269-0014-V-04-0,VN-20263,Title V
12100021,OWENS CORNING INSULATING SYSTEMS,5/4/12,3296-121-0021-V-02-5,VN-20316,Title V
8900299,Seminole Road MSW Landfill,9/11/12,4953-089-0299-V-03-0,VN-20374,Title V
12100558,"Geiger International, Inc.",3/7/11,2521-121-0558-V-03-0,VN-19663,Title V
5100037,EMD MILLIPORE CORPORATION,5/23/11,2816-051-0037-V-03-0,VN-19680,Title V
31300054,Trinseo,2/24/11,2822-313-0054-V-04-0,VN-19946,Title V
28500084,Kia Motors Manufacturing Georgia Inc,7/12/12,3711-285-0084-V-02-0,VN-19962,Title V
6300105,Delta Air Lines Inc - Technical Operations Center,10/18/10,4512-063-0105-V-02-2,VN-19772,Title V
24500008,Chemtrade Solutions LLC,10/18/10,2819-245-0008-V-03-3,VN-19773,Title V
4500052,Southwire Company Carrollton Utility Products Plant,2/3/11,3357-045-0052-V-02-4,VN-20064,Title V
15900012,GEORGIA-PACIFIC - MONTICELLO MDF,1/25/11,2493-159-0012-V-02-1,VN-20122,Title V
13500185,BJ Sanitary Landfill,5/13/11,4953-135-0185-V-02-2,VN-20391,Title V
29900015,GATX Rail Corp,8/22/11,4741-299-0015-V-02-3,VN-19960,Title V
14900007,Municipal Electric Authority Of Ga-Wansley,6/22/12,4911-149-0007-V-03-0,VN-20517,Title V
100005,Interfor U.S. Inc. - Baxley Sawmill,10/10/12,2421-001-0005-V-04-0,VN-20518,Title V
18500051,ADM VALDOSTA,3/2/12,2075-185-0051-V-02-3,VN-20810,Title V
31900027,"Carbo Ceramics, Inc. - McIntyre Plant",4/5/12,3295-319-0027-V-03-4,VN-20875,Title V
11500021,International Paper Company (Rome Linerboard Mill),3/22/12,2631-115-0021-V-02-4,VN-20969,Title V
24500128,"DSM Coating Resins, Inc.",9/27/12,2821-245-0128-V-03-2,VN-21163,Title V
8900047,GRAPHIC PACKAGING INTERNATIONAL,2/21/13,2657-089-0047-V-05-1,VN-21418,Title V
19500014,Weyerhaeuser NR Company - Colbert Plant,6/18/13,2439-195-0014-V-03-0,VN-21535,Title V
11500095,"Packaging Products Corporation, LLC",1/19/12,2759-115-0095-V-04-1,VN-20765,Title V
19900004,Georgia-Pacific Wood Products LLC (Warm Springs),3/2/12,2436-199-0004-V-03-2,VN-20835,Title V
12700002,"Pinova, Inc.",7/9/12,2861-127-0002-V-04-2,VN-20947,Title V
17900001,Interstate Paper LLC,11/26/12,2631-179-0001-V-02-3,VN-21067,Title V
24500062,Resolute FP Augusta LLC,1/19/12,2621-245-0062-V-03-2,VN-20636,Title V
31300003,Shaw Industries Group Inc. Plant 80,10/16/12,2273-313-0003-V-03-0,VN-20991,Title V
12700002,"Pinova, Inc.",8/21/14,2861-127-0002-V-04-3,VN-21082,Title V
1300018,"McConway & Torley, LLC - Plant No. 494",7/27/12,3743-013-0018-V-05-0,VN-21199,Title V
21100013,GEORGIA-PACIFIC WOOD PRODUCTS LLC (MADISON PLYWOOD),8/7/12,2436-211-0013-V-03-0,VN-20737,Title V
1500032,Gerdau Ameristeel US Inc.,4/16/12,3312-015-0032-V-04-5,VN-20881,Title V
1700031,Southern Veneer Products,3/14/12,2436-017-0031-V-03-1,VN-20882,Title V
9500023,Marine Corps Logistics Base,12/5/12,9711-095-0023-V-03-0,VN-21161,Title V
21300034,Thomas A. Smith Energy Facility,9/27/12,4911-213-0034-V-06-3,VN-21415,Title V
31300096,Mohawk Industries Inc,3/2/12,2273-313-0096-V-02-3,VN-20648,Title V
5100006,Ga Power Company - Plant Kraft,3/2/12,4911-051-0006-V-02-5,VN-20819,Title V
10300014,GA POWER CO PLT MCINTOSH,3/2/12,4911-103-0014-V-04-2,VN-20821,Title V
1300068,Oak Grove Sanitary Landfill,7/3/12,4953-013-0068-V-03-0,VN-20830,Title V
5100076,"Colonial Terminals, Inc.",5/9/12,5171-051-0076-V-02-1,VN-20900,Title V
14700021,Hartwell Energy Facility,4/26/12,4911-147-0021-V-03-2,VN-20917,Title V
30300008,IMERYS Deepstep Road Plant,5/30/13,3295-303-0008-V-03-0,VN-21208,Title V
3100028,"Claude Howard Lumber Company, Inc.",3/28/13,2421-031-0028-V-03-0,VN-21267,Title V
14500002,"Southern Natural Gas Company, L.L.C. - Ellerslie Comp. Station",9/7/12,4922-145-0002-V-03-1,VN-21317,Title V
24500136,Nutrasweet Company,2/15/12,2869-245-0136-V-02-1,VN-20807,Title V
16300026,KaMin - Wrens Calcine Plant,8/13/12,3295-163-0026-V-04-0,VN-20874,Title V
29900015,GATX Rail Corp,7/18/13,4741-299-0015-V-03-0,VN-21069,Title V
5100076,"Colonial Terminals, Inc.",6/13/12,5171-051-0076-V-02-2,VN-21134,Title V
12500001,"Thiele Kaolin Company, Reedy Creek",10/22/12,3295-125-0001-V-03-0,VN-20683,Title V
8900263,Waste Management Inc/Live Oak Landfill,10/31/12,4953-089-0263-V-03-0,VN-21129,Title V
15300014,Anchor Glass Container Corporation,12/13/12,3221-153-0014-V-05-0,VN-21477,Title V
8100054,Norbord Georgia Inc,8/14/13,2493-081-0054-V-04-0,VN-21515,Title V
8900339,MAS ASB COGEN LLC Landfill Gas Cleaning Facility,10/4/13,4932-089-0339-V-02-0,VN-21580,Title V
13900115,"Mincey Marble Manufacturing, Inc.",3/20/13,3088-139-0115-V-03-1,VN-21639,Title V
22500001,Blue Bird Body Company,11/7/14,3713-225-0001-V-05-1,VN-22073,Title V
14900001,Ga Power Company - Plant Wansley,3/4/14,4911-149-0001-V-03-2,VN-22079,Title V
3300008,Southern Nuclear - Allen B. Wilson Plant,6/13/13,4911-033-0008-V-03-1,VN-21604,Title V
15300003,"CEMEX Southeast, LLC",1/22/14,3241-153-0003-V-05-3,VN-21773,Title V
14900004,Tenaska Georgia Generating Station,4/4/14,4911-149-0004-V-04-0,VN-21785,Title V
24500062,Resolute FP Augusta LLC,10/21/13,2621-245-0062-V-03-7,VN-21922,Title V
12100847,"Quality Investment Properties Metro, LLC",1/28/14,7376-121-0847-V-03-2,VN-21968,Title V
15100021,"Briggs & Stratton Power Products Group, LLC",6/13/14,3524-151-0021-V-05-0,VN-22315,Title V
1500011,Ga Power Company - Plant Bowen,3/1/13,4911-015-0011-V-03-1,VN-21588,Title V
11500003,Ga Power Company - Plant Hammond,3/1/13,4911-115-0003-V-03-1,VN-21590,Title V
23700131,Horton Homes Inc,11/14/13,2451-237-0131-V-03-0,VN-21645,Title V
20500047,"Flint Hills Resources Camilla, LLC",11/26/13,2869-205-0047-V-03-1,VN-21909,Title V
26900016,Taylor County LFGTE Power Station,4/29/15,4911-269-0016-V-03-0,VN-22181,Title V
6700022,Caraustar Industries Inc,5/26/15,2631-067-0022-V-04-0,VN-22187,Title V
1500011,Ga Power Company - Plant Bowen,3/12/14,4911-015-0011-V-03-3,VN-22195,Title V
2100194,Swift Creek Environmental,2/11/13,4953-021-0194-V-03-1,VN-21609,Title V
24500047,West Fraser Inc - Augusta Lumber Mill,7/18/13,2421-245-0047-V-04-1,VN-21615,Title V
1300076,"Winder Renewable Methane, LLC",4/21/14,4932-013-0076-V-02-1,VN-22321,Title V
8900297,Hickory Ridge MSW Landfill,4/24/14,4953-089-0297-V-03-1,VN-22386,Title V
20500047,"Flint Hills Resources Camilla, LLC",7/16/14,2869-205-0047-V-03-2,VN-22513,Title V
24500126,"Solvay Specialty Polymers USA, LLC",1/28/14,2800-245-0126-V-05-0,VN-21620,Title V
18500096,"Advanced Disposal Services Pecan Row Landfill, LLC",6/18/13,4953-185-0096-V-02-4,VN-21833,Title V
31300126,Chem-Tech Finishers Inc,6/13/13,2273-313-0126-V-03-1,VN-21838,Title V
30500001,"Rayonier Performance Fibers, LLC",6/13/14,2631-305-0001-V-04-1,VN-22378,Title V
12900070,Redbone Ridges MSW Landfill,5/20/14,4953-129-0070-V-03-1,VN-22438,Title V
18500096,"Advanced Disposal Services Pecan Row Landfill, LLC",1/31/13,4953-185-0096-V-02-3,VN-21625,Title V
21100013,GEORGIA-PACIFIC WOOD PRODUCTS LLC (MADISON PLYWOOD),7/25/14,2436-211-0013-V-03-1,VN-22349,Title V
13900109,"Cottrell, Inc.",11/26/13,3715-139-0109-V-03-0,VN-21585,Title V
12100807,Delta Airlines - General Office Facilities,11/7/14,4512-121-0807-V-03-0,VN-22164,Title V
27500022,BEADLES & BALFOUR,12/18/14,2421-275-0022-V-05-1,VN-22483,Title V
32100004,Crisp County Power Commission,10/9/15,4911-321-0004-V-04-0,VN-22567,Title V
31900009,"BASF Corporation, Edgar Plant",2/12/15,3295-319-0009-V-03-0,VN-22551,Title V
2100001,Graphic Packaging Macon Mill,8/21/14,2631-021-0001-V-03-7,VN-22620,Title V
21300034,Thomas A. Smith Energy Facility,4/6/15,4911-213-0034-V-07-2,VN-22656,Title V
15300014,Anchor Glass Container Corporation,10/6/14,3221-153-0014-V-05-1,VN-22672,Title V
12100020,OWENS BROCKWAY GLASS CONTAINER INC.,2/10/15,3221-121-0020-V-03-4,VN-22813,Title V
13500239,"AGCO, Inc.",5/18/15,3088-135-0239-V-03-1,VN-22898,Title V
4500039,Printpack Inc,10/20/15,2759-045-0039-V-04-0,VN-22802,Title V
10700030,LJR Forest Products,2/11/16,2499-107-0030-V-03-0,VN-22844,Title V
8900239,"Bimbo Bakeries USA, Inc.",5/12/15,2051-089-0239-V-04-0,VN-22877,Title V
14700021,Hartwell Energy Facility,8/21/14,4911-147-0021-V-03-3,VN-22607,Title V
11500003,Ga Power Company - Plant Hammond,1/21/15,4911-115-0003-V-03-3,VN-22706,Title V
12100334,"Owens Corning Roofing And Asphalt, Llc",12/18/14,2952-121-0334-V-03-2,VN-22799,Title V
15700057,"Toyota Industries Compressor Parts America, Co",4/15/15,3585-157-0057-V-02-0,VN-22825,Title V
20500037,"Balfour Pole Company, LLC",2/6/15,2499-205-0037-V-06-1,VN-22846,Title V
2100001,Graphic Packaging Macon Mill,3/6/15,2631-021-0001-V-04-1,VN-23034,Title V
1300068,Oak Grove Sanitary Landfill,7/6/15,4953-013-0068-V-03-2,VN-23147,Title V
17100011,Cedar Grove Landfill,6/12/15,4953-171-0011-V-02-1,VN-23149,Title V
